"https://www.google.com/search?q=one&oq=one&aqs=chrome.0.69i59j0i433j46i433j0i433j46i433j0i433j69i65l2.816j0j7&sourceid=chrome&ie=UTF-8","one - חיפוש ב-Google","2021-05-17 16:39:28"
"https://www.google.com/search?q=one&oq=one&aqs=chrome..69i57j0i433j46i433j0i433j46i433j0i433j69i65l2.755j0j7&sourceid=chrome&ie=UTF-8","one - חיפוש ב-Google","2021-05-17 16:39:16"
"http://www.facetracknoir.nl/","Home","2021-05-17 15:40:13"
"http://www.facetracknoir.nl/home/default.htm","Home","2021-05-17 15:40:13"
"https://www.wireshark.org/docs/man-pages/wireshark-filter.html","wireshark-filter - The Wireshark Network Analyzer 3.4.5","2021-05-17 15:40:08"
"https://www.w3schools.com/python/","Python Tutorial","2021-05-17 15:39:28"
"https://www.google.com/search?q=facebook&oq=f&aqs=chrome.0.69i59j69i57j0i433l2j46i433j69i65l2j69i60.675j0j7&sourceid=chrome&ie=UTF-8","facebook - חיפוש ב-Google","2021-05-17 15:39:23"
"https://he-il.facebook.com/","פייסבוק - כניסה או הרשמה","2021-05-17 15:39:21"
"https://www.google.co.il/search?q=facebook&hl=iw&sxsrf=ALeKk03wnDLI911GEb_6ZT6wGM_YMle86A%3A1621255081222&source=hp&ei=qWOiYLbcCqW3gwfcwaWACg&iflsig=AINFCbYAAAAAYKJxuUHORhehoUMquRv4yN9ypmapznVE&oq=f&gs_lcp=Cgdnd3Mtd2l6EAEYADIECCMQJzIECCMQJzIECCMQJzILCAAQsQMQxwEQowIyBQguELEDMgUIABCxAzIFCAAQsQMyBQgAELEDMgUIABCxAzIICC4QsQMQgwE6BwgjEOoCECdQ8AZY8AZg_wxoAXAAeACAAXyIAXySAQMwLjGYAQCgAQGqAQdnd3Mtd2l6sAEK&sclient=gws-wiz","facebook - חיפוש ב-Google","2021-05-17 15:37:58"
"https://www.google.co.il/?hl=iw","Google","2021-05-17 15:37:56"
"https://www.google.com/search?q=google&oq=g&aqs=chrome.1.69i57j0i131i433l4j69i61l3.1044j0j7&sourceid=chrome&ie=UTF-8","google - חיפוש ב-Google","2021-05-17 15:37:55"
"https://www.google.com/search?q=facebook&oq=f&aqs=chrome.0.69i59j69i57j35i39j69i60l3j69i65l2.794j0j7&sourceid=chrome&ie=UTF-8","facebook - חיפוש ב-Google","2021-05-17 15:37:47"
"https://www.google.com/search?q=facebook&oq=f&aqs=chrome.0.69i59j69i57j35i39j0i433l2j69i65l2j69i60.627j0j7&sourceid=chrome&ie=UTF-8","facebook - חיפוש ב-Google","2021-05-17 15:36:48"
